0,0,-0.03,0.04,0
-0.03,0.02,-0.03,0.02,0.02
0,0,-0.03,0,0.02
0.02,0,0.02,0,0
0.02,0,0,0,0
-0.03,0,0,0.02,0
0,0.02,0,0.02,0.02
-0.05,0.02,0,0,0.04
0,0.02,-0.03,0.02,0.02
0.02,0.02,0,0.02,0.02
0.02,0.02,-0.03,0,0.02
0.02,0.02,-0.03,0,0
0.02,0,-0.05,0.02,0.02
0.02,0,-0.03,0,0.02
0.02,0.02,-0.03,0.02,0.02
0.02,0.02,-0.03,0.02,0
0.04,0.02,-0.03,0,0
0.04,0.02,0,0,0.02
0.02,0.02,0,0.02,0.02
0.04,0.02,0,0.02,-0.03
0.02,0,-0.03,0.02,0
0.06,0,-0.03,0.02,0.02
0.06,0.02,-0.05,0.02,0.02
0.02,0.02,-0.05,0.02,0
-0.03,0.02,0,0,0.02
0,0.02,0,0,0.04
0,0.02,-0.03,0.02,0.02
0,0.04,-0.03,0,0.02
-0.03,0.02,0,0,0
0.02,0.02,0,0,0
0,0.04,-0.03,-0.03,0
-0.03,0.02,0,0.02,0
0,0.02,0,0,0.02
0,-0.26,0,0,0
0,-0.36,0,-0.22,-0.4
0,-0.19,-0.03,-0.43,-0.32
-0.53,-0.15,0.04,-0.22,-0.19
-0.26,-0.19,0,-0.17,-0.19
-0.17,-0.22,-0.49,-0.22,-0.22
-0.22,-0.22,-0.32,-0.22,-0.22
-0.22,-0.15,-0.19,-0.22,-0.22
-0.22,-0.07,-0.17,-0.19,-0.15
-0.17,0,-0.22,-0.11,-0.09
-0.13,0.02,-0.24,-0.03,0
-0.05,0.06,-0.19,0.04,0.04
0.02,0.08,-0.17,0.04,0.06
0.06,0.06,-0.11,0.08,0.04
0.06,0.06,0,0.06,0.04
0.04,0.06,0.04,0.02,0.02
0.04,0.1,0.06,0.04,0.06
0.04,0.18,0.06,0.06,0.1
0.08,0.39,0.06,0.12,0.21
0.12,0.77,0.02,0.31,0.48
0.27,0.96,0.06,0.69,0.82
0.58,0.82,0.12,0.96,0.94
0.9,0.42,0.21,0.86,0.73
0.84,0.1,0.48,0.52,0.33
0.48,-0.11,0.84,0.16,0.02
0.14,-0.22,0.9,-0.07,-0.15
-0.09,-0.3,0.69,-0.19,-0.24
-0.17,-0.28,0.29,-0.28,-0.3
-0.24,-0.3,0.02,-0.3,-0.32
-0.28,-0.28,-0.15,-0.34,-0.28
-0.28,-0.24,-0.22,-0.28,-0.3
-0.26,-0.17,-0.28,-0.24,-0.26
-0.24,-0.09,-0.3,-0.17,-0.17
-0.19,0,-0.26,-0.11,-0.11
-0.09,0.02,-0.26,-0.03,0
-0.03,0.06,-0.22,0.04,0.02
0.02,0.08,-0.13,0.04,0.04
0.06,0.06,-0.07,0.06,0.06
0.08,0.06,0.02,0.08,0.08
0.08,0.08,0.04,0.08,0.04
0.08,0.04,0.08,0.08,0.06
0.08,0.04,0.06,0.08,0.04
0.04,0.06,0.06,0.06,0.04
0.08,0.06,0.08,0.08,0.04
0.08,0.06,0.08,0.06,0.02
0.06,0.04,0.06,0.06,0.04
0.08,0.04,0.06,0.08,0.02
0.06,0.04,0.08,0.06,0.02
0.04,0,0.08,0.06,0
0.02,0.02,0.06,0.04,0.02
0.04,-0.19,0.06,0.04,0
0.06,-0.47,0.06,-0.03,-0.32
0.1,-0.26,0.04,-0.47,-0.4
-0.51,-0.22,0.04,-0.24,-0.26
-0.3,-0.19,0.06,-0.19,-0.24
-0.19,-0.24,-0.34,-0.17,-0.22
-0.17,-0.26,-0.34,-0.22,-0.26
-0.19,-0.22,-0.19,-0.24,-0.28
-0.24,-0.15,-0.19,-0.22,-0.22
-0.22,-0.11,-0.19,-0.15,-0.19
-0.15,-0.03,-0.19,-0.11,-0.13
-0.11,0,-0.22,-0.07,-0.05
-0.05,0,-0.17,0,0
0.02,0.02,-0.13,0.04,0
0.04,0,-0.09,0.04,-0.03
0.04,0,-0.03,0.04,-0.03
0.02,0.08,0.04,0.04,-0.03
0.06,0.18,0.02,0.08,0.1
0.08,0.46,0.02,0.21,0.27
0.16,0.82,0,0.44,0.56
0.39,1.09,0.06,0.77,0.9
0.71,1.03,0.12,1.07,1.07
1.03,0.61,0.27,1.05,0.94
1.09,0.16,0.58,0.73,0.54
0.75,-0.17,0.92,0.27,0.12
0.31,-0.36,1.11,-0.11,-0.19
-0.03,-0.47,0.92,-0.28,-0.36
-0.26,-0.47,0.52,-0.4,-0.45
-0.38,-0.47,0.1,-0.43,-0.47
-0.43,-0.4,-0.17,-0.43,-0.45
-0.4,-0.34,-0.36,-0.38,-0.4
-0.4,-0.24,-0.4,-0.3,-0.32
-0.32,-0.15,-0.45,-0.24,-0.19
-0.22,-0.07,-0.4,-0.13,-0.11
-0.13,0,-0.34,-0.05,-0.05
-0.05,0.04,-0.28,0.02,0.04
0,0.06,-0.17,0.08,0.06
0.06,0.08,-0.11,0.1,0.08
0.08,0.08,0,0.1,0.1
0.1,0.08,0.04,0.08,0.1
0.1,0.08,0.08,0.08,0.1
0.12,0.08,0.1,0.1,0.1
0.1,0.06,0.08,0.08,0.08
0.1,0.06,0.08,0.1,0.08
