0,-0.03,-0.03,0.04,0
0,0.02,0,0.02,0
-0.03,0,0.02,0,0.02
-0.03,-0.03,0,0,0
0,0,0,0.02,0.02
-0.03,-0.03,0.02,0.04,0
0,0,-0.03,0.02,0.02
-0.03,0,-0.03,0.02,0.02
0,-0.03,0.02,0.02,0
0,0,0.02,0.02,0
0,0,0,0.02,0.02
0,-0.03,0,0,0.02
0,-0.03,0,0,0
-0.03,0.02,0.02,0.02,0.02
-0.03,-0.03,0,0.02,0
-0.03,0,0,0.02,0.02
-0.03,-0.03,0,0.02,0.02
-0.03,0,0.02,0,0.02
-0.03,0,0,-0.03,0.02
0.04,0,0.02,0,0.02
0.02,-0.03,0.04,0,0.02
0.02,-0.03,0,0.02,0.02
0.02,-0.03,0.02,0.02,0.02
0,-0.03,0,0.02,0.02
0,0,0,-0.03,0.02
0.04,0,-0.03,-0.03,0.02
0.02,0,-0.03,0,0
0.02,0,-0.03,0,0.04
0,0,0,-0.03,0
0.02,-0.03,0,0,0.02
0.02,-0.03,-0.03,0,0.02
0.02,0,-0.03,0,0
0.04,0,-0.03,0,-0.03
0.02,0,0,0,0.02
0.02,-0.03,0.02,0,0
-0.19,-0.55,-0.05,-0.17,-0.03
-0.4,-0.28,-0.49,-0.45,-0.51
-0.22,-0.19,-0.3,-0.26,-0.24
-0.17,-0.19,-0.22,-0.19,-0.19
-0.17,-0.24,-0.19,-0.22,-0.19
-0.22,-0.24,-0.22,-0.26,-0.24
-0.19,-0.22,-0.24,-0.24,-0.24
-0.17,-0.15,-0.19,-0.19,-0.19
-0.11,-0.09,-0.15,-0.13,-0.15
-0.03,-0.03,-0.11,-0.07,-0.05
0.02,0.02,-0.03,0.02,0
0.06,0.02,0.04,0.04,0.06
0.06,0.02,0.04,0.06,0.04
0.06,0.02,0.04,0.02,0.06
0.04,0.02,0.02,0,0.04
0.04,0.04,0.02,0.02,0.06
0.06,0.12,0.04,0.06,0.08
0.16,0.27,0.1,0.14,0.12
0.35,0.67,0.23,0.33,0.31
0.71,1.01,0.54,0.75,0.71
1.03,0.94,0.92,1.03,1.05
1.01,0.61,1.01,0.9,1.03
0.67,0.23,0.73,0.54,0.67
0.27,-0.05,0.33,0.16,0.25
-0.03,-0.22,0.02,-0.09,-0.03
-0.17,-0.3,-0.17,-0.22,-0.17
-0.3,-0.36,-0.26,-0.32,-0.28
-0.32,-0.36,-0.34,-0.34,-0.32
-0.34,-0.36,-0.34,-0.38,-0.34
-0.36,-0.3,-0.32,-0.34,-0.32
-0.3,-0.64,-0.32,-0.3,-0.32
-0.78,-0.57,-0.49,-0.7,-0.66
-0.51,-0.32,-0.66,-0.53,-0.55
-0.26,-0.19,-0.32,-0.32,-0.3
-0.17,-0.17,-0.19,-0.19,-0.19
-0.11,-0.11,-0.13,-0.15,-0.13
-0.09,-0.11,-0.11,-0.11,-0.11
-0.07,-0.07,-0.09,-0.09,-0.05
-0.05,-0.03,-0.07,-0.09,-0.05
-0.03,-0.05,-0.03,-0.05,-0.03
0,0,-0.03,-0.03,0.02
0.04,0,0.02,0,0
0.02,0.04,0.02,0.04,0.06
0.04,0,0.04,0.04,0.08
0.04,0.04,0.04,0.04,0.1
0,0.02,0.04,0.04,0.04
0.04,0.02,0.04,0.02,0.06
0.06,0.04,0.06,0.04,0.06
0.1,0.1,0.08,0.08,0.12
0.1,0.21,0.12,0.14,0.14
0.21,0.39,0.23,0.25,0.25
0.37,0.46,0.37,0.42,0.42
0.42,0.46,0.5,0.48,0.52
0.39,0.35,0.48,0.42,0.48
0.31,0.21,0.39,0.33,0.39
0.21,0.1,0.27,0.21,0.25
0.06,0.02,0.16,0.08,0.12
0,-0.11,0.06,0,0.04
-0.13,-0.15,-0.07,-0.09,-0.09
-0.13,-0.17,-0.13,-0.15,-0.15
-0.17,-0.15,-0.17,-0.19,-0.19
-0.15,-0.15,-0.17,-0.15,-0.17
-0.15,-0.13,-0.17,-0.13,-0.17
-0.11,-0.09,-0.13,-0.11,-0.13
-0.07,-0.05,-0.07,-0.05,-0.07
-0.03,0.02,-0.03,0,-0.03
0,0.04,0.02,0.02,0.02
0.02,0.06,0.04,0.04,0.06
0.06,0.08,0.08,0.06,0.06
0.06,0.08,0.1,0.08,0.08
0.06,0.08,0.1,0.08,0.08
0.06,0.1,0.1,0.08,0.1
0.06,0.1,0.08,0.1,0.1
0.08,0.06,0.1,0.1,0.06
0.08,0.06,0.1,0.08,0.08
0.06,0.08,0.06,0.08,0.06
0.06,0.06,0.08,0.08,0.08
0.04,0.08,0.08,0.06,0.06
0.04,0.06,0.06,0.06,0.08
0.04,0.06,0.06,0.08,0.08
0.04,0.04,0.08,0.08,0.06
0,0.04,0.06,0.06,0.04
0.02,0.04,0.04,0.08,0.08
0.04,0.04,0.08,0.04,0.06
0.02,0.04,0.06,0.04,0.06
0.04,0.06,0.06,0.06,0.04
0.04,0.06,0.04,0.06,0.04
-0.03,0.04,0.06,0.04,0.02
0,0.04,0.06,0.06,0.06
-0.03,0.06,0.06,0.04,0.02
-0.03,0.04,0.04,0.06,0.04
-0.03,0.04,0.04,0.04,0.04
