0,0.02,0,0,0.02
0,0.04,0,0,0
0.02,0.02,-0.03,0,0.02
0,0.02,0,-0.03,0.02
0,0,-0.03,0.02,0
0,0.02,0,-0.03,0
0,0.02,0,0,0.02
0.02,0,0,0,0.02
0,0.04,-0.03,0.02,0
0,0,0,0.02,0
0,0.02,-0.03,0.02,0.04
0,0,-0.03,0,0.02
0,0.02,0.02,0,0.02
0,0,-0.03,0.02,0
0,0.02,-0.03,0.02,0.02
0,0,-0.03,0.02,0
0,0.02,-0.03,0,0.02
-0.03,0.04,-0.03,0,0.02
0,0.02,-0.03,0,0.02
0,0.02,-0.03,0.02,0
0,0.02,-0.03,0.02,0
0.02,0,0,0.02,0.02
0.02,0.02,0,0,0
-0.03,0.02,0,0,0
0,0.04,0,0,0
0,0.02,0,0,0.02
-0.03,0.04,0,-0.03,0
-0.03,0.02,0,0.02,0.02
-0.03,0.02,0,0.02,0
0,0,0,-0.03,-0.03
0,0,0,0,0.02
0,0,-0.05,0.02,0.02
-0.03,0.02,-0.03,0,0.02
0.02,0.02,-0.03,0,0
-0.03,-0.51,-0.07,-0.24,0.02
-0.49,-0.24,-0.51,-0.4,-0.03
-0.3,-0.17,-0.28,-0.22,-0.32
-0.22,-0.17,-0.22,-0.19,-0.32
-0.19,-0.22,-0.19,-0.22,-0.17
-0.19,-0.22,-0.26,-0.24,-0.17
-0.24,-0.19,-0.24,-0.22,-0.22
-0.22,-0.11,-0.24,-0.17,-0.24
-0.17,-0.05,-0.17,-0.11,-0.22
-0.11,0.02,-0.09,-0.03,-0.17
-0.03,0.06,0,0.02,-0.13
0.04,0.08,0.02,0.04,-0.07
0.04,0.04,0.02,0.02,0.02
0.04,0.04,0,0.04,0.04
0.02,0.04,0,0.04,0.04
0.02,0.1,0.02,0.04,0.02
0.04,0.14,0.06,0.08,0.02
0.1,0.33,0.1,0.12,0
0.27,0.69,0.31,0.31,0.06
0.61,1.07,0.69,0.71,0.14
1.01,1.05,1.03,1.05,0.31
1.03,0.71,1.01,1.05,0.65
0.71,0.31,0.67,0.73,1.03
0.33,0,0.27,0.37,1.09
0.02,-0.17,-0.05,0.04,0.75
-0.17,-0.3,-0.22,-0.17,0.33
-0.3,-0.32,-0.32,-0.24,0.04
-0.34,-0.36,-0.38,-0.34,-0.15
-0.34,-0.34,-0.38,-0.32,-0.26
-0.32,-0.3,-0.36,-0.32,-0.34
-0.32,-0.24,-0.32,-0.32,-0.36
-0.28,-0.17,-0.28,-0.3,-0.34
-0.17,-0.09,-0.17,-0.19,-0.32
-0.11,0,-0.13,-0.13,-0.26
0,0.02,-0.03,-0.05,-0.24
0.04,0.06,0.02,0.02,-0.19
0.06,0.08,0.06,0.04,-0.09
0.08,0.08,0.06,0.08,-0.05
0.08,0.08,0.06,0.08,0.02
0.1,0.1,0.08,0.08,0.04
0.08,-0.4,0.08,0.08,0.04
-0.22,-0.28,-0.38,-0.45,0.04
-0.34,-0.17,-0.3,-0.22,-0.11
-0.19,-0.15,-0.22,-0.17,-0.47
-0.17,-0.15,-0.15,-0.15,-0.24
-0.15,-0.15,-0.15,-0.15,-0.17
-0.15,-0.17,-0.17,-0.15,-0.15
-0.15,-0.17,-0.19,-0.17,-0.13
-0.19,-0.13,-0.15,-0.15,-0.15
-0.13,-0.09,-0.13,-0.13,-0.17
-0.09,-0.03,-0.11,-0.05,-0.17
-0.03,0,-0.05,-0.03,-0.13
0,0.02,0,0.04,-0.09
0.04,0.02,0.02,0.04,-0.07
0.04,0.02,0,0.04,-0.05
0.02,0.02,0,0.02,0
0.04,0.04,0,0.04,-0.03
0.02,0.12,0.06,0.06,0.02
0.14,0.27,0.12,0.1,0
0.31,0.56,0.27,0.25,0.04
0.54,0.84,0.52,0.46,0.06
0.86,1.01,0.79,0.69,0.14
1.03,0.96,0.96,0.84,0.33
0.94,0.63,0.92,0.88,0.52
0.61,0.23,0.61,0.75,0.69
0.21,-0.11,0.27,0.52,0.69
-0.11,-0.32,-0.05,0.23,0.65
-0.34,-0.45,-0.26,-0.09,0.48
-0.4,-0.49,-0.4,-0.26,0.27
-0.45,-0.49,-0.43,-0.36,0.08
-0.45,-0.43,-0.45,-0.43,-0.15
-0.38,-0.34,-0.4,-0.38,-0.22
-0.3,-0.26,-0.34,-0.36,-0.32
-0.22,-0.17,-0.24,-0.3,-0.34
-0.13,-0.05,-0.17,-0.24,-0.34
0,0.02,-0.05,-0.17,-0.32
0.06,0.06,0.02,-0.09,-0.26
0.1,0.08,0.04,0.02,-0.22
0.1,0.08,0.08,0.04,-0.13
0.12,0.12,0.08,0.06,-0.09
0.12,0.1,0.12,0.08,-0.03
0.1,0.1,0.12,0.08,0
0.12,0.08,0.08,0.1,0.06
0.12,0.08,0.12,0.1,0.08
0.1,0.06,0.1,0.1,0.08
0.08,0.08,0.1,0.08,0.06
0.08,0.06,0.08,0.08,0.06
0.06,0.04,0.08,0.08,0.06
0.08,0.04,0.06,0.08,0.08
0.08,0.06,0.08,0.06,0.06
0.08,0.04,0.08,0.04,0.06
0.06,0.04,0.08,0.06,0.04
0.06,0.04,0.08,0.08,0.08
