-0.03,0,0.04,0.02,-0.03
-0.03,0,0.02,0.02,0
0,0,0.02,0,0.02
0,0.02,0.02,0.02,0.02
-0.03,0,0.02,0.02,0
-0.03,0.04,0.02,0,0
-0.03,0.02,0.04,0,-0.03
-0.03,0,0,0,-0.03
-0.03,0,0.04,0.02,-0.05
-0.03,-0.03,0,0.02,0
-0.03,0,-0.03,0,0
-0.03,0.02,-0.03,0,-0.03
0,0,0,0,0
-0.03,0,0,0.04,0
-0.03,0.02,-0.03,0.02,0.02
-0.03,0.02,0.02,0,0
-0.05,-0.03,-0.03,0,0.02
0,0.02,-0.03,0.04,0
-0.03,0.04,-0.03,0.02,-0.03
0,0,-0.03,0.02,-0.05
0,0.02,-0.03,0,-0.03
0,0,-0.03,0.02,-0.05
0,0,-0.03,0,-0.03
0,0.02,-0.03,0.04,-0.03
-0.03,0,0,0.06,-0.05
0,-0.03,-0.03,0.02,0.02
0,0,0,0.06,-0.03
0,-0.03,0,0.02,0
-0.03,-0.03,-0.03,0.04,-0.03
-0.03,-0.03,-0.03,0.04,0
0.02,0,-0.03,0.04,-0.03
-0.05,0,0,0.02,-0.03
0,0,-0.03,0.02,-0.03
-0.03,-0.03,-0.38,0,0
-0.55,-0.22,-0.38,-0.03,0
-0.26,-0.43,-0.22,-0.49,-0.3
-0.22,-0.24,-0.17,-0.24,-0.38
-0.19,-0.17,-0.24,-0.17,-0.24
-0.22,-0.22,-0.26,-0.17,-0.19
-0.26,-0.24,-0.26,-0.24,-0.24
-0.19,-0.24,-0.22,-0.22,-0.28
-0.17,-0.17,-0.13,-0.15,-0.22
-0.13,-0.13,-0.07,-0.13,-0.19
-0.05,-0.07,0,-0.05,-0.13
0,0,0.04,0.04,-0.07
0.02,0.02,0.04,0.06,0
0.04,0.02,0.02,0.06,0.02
0,0,0,0.04,0.02
0,0,0.02,0,0.02
0.02,0,0.06,0.04,0
0.06,0.06,0.18,0.08,0.02
0.18,0.14,0.46,0.12,0.06
0.46,0.33,0.88,0.33,0.16
0.88,0.71,1.11,0.75,0.42
0.82,1.07,0.29,1.09,0.86
0.44,0.52,0.12,0.69,1.09
0.23,0.23,-0.09,0.21,0.37
-0.03,0.02,-0.26,-0.03,0.12
-0.22,-0.19,-0.38,-0.17,-0.13
-0.36,-0.34,-0.49,-0.32,-0.28
-0.45,-0.45,-0.47,-0.4,-0.38
-0.47,-0.49,-0.47,-0.47,-0.45
-0.45,-0.49,-0.47,-0.49,-0.49
-0.4,-0.47,-0.4,-0.43,-0.49
-0.34,-0.4,-0.3,-0.43,-0.43
-0.28,-0.32,-0.22,-0.32,-0.38
-0.19,-0.22,-0.11,-0.19,-0.28
-0.11,-0.15,-0.05,-0.13,-0.19
-0.05,-0.07,0,-0.05,-0.13
0,0,0.06,0.02,-0.05
0.02,0.04,0.08,0.06,0.04
0.04,0.04,0.1,0.08,0.02
0.08,0.08,0.12,0.1,0.08
0.12,0.12,0.23,0.14,0.12
0.16,0.18,0.27,0.21,0.12
0.25,0.25,0.27,0.23,0.21
0.27,0.27,0.23,0.27,0.27
0.23,0.25,0.16,0.25,0.25
0.18,0.21,0.08,0.18,0.25
0.08,0.14,0.04,0.12,0.18
0.06,0.08,0.04,0.1,0.12
0.04,0.06,0,0.06,0.04
0.02,0.04,0,0.02,0.06
-0.03,0,0,0.02,0.04
0.02,0.02,0,0,0.02
0.02,0,0.02,0,0.02
0,0.02,0.02,0.02,-0.03
0.02,0.02,0.04,0.02,0
0.02,0.02,0.04,0.02,0.02
0.06,0.04,0.06,0.02,0.02
0.08,0.06,0.06,0.02,0.04
0.04,0.04,0.06,0.04,0.04
0.06,0.04,0.08,0.06,0.04
0.08,0.08,0.08,0.04,0.08
0.06,0.06,0.06,0.06,0.06
0.06,0.08,0.08,0.06,0.08
0.06,0.08,0.08,0.08,0.08
0.06,0.08,0.08,0.06,0.08
0.08,0.08,0.08,0.06,0.06
0.06,0.08,0.06,0.06,0.06
0.08,0.08,0.06,0.06,0.08
0.06,0.06,0.06,0.06,0.08
0.06,0.06,0.06,0.06,0.06
0.06,0.06,0.08,0.06,0.06
0.04,0.04,0.06,0.04,0.04
0.08,0.08,0.06,0.04,0.06
0.06,0.06,0.08,0.04,0.06
0.04,0.08,0.06,0.06,0.08
0.06,0.08,0.06,0.04,0.08
0.04,0.06,0.04,0.04,0.06
0.04,0.04,0.06,0.04,0.04
0.06,0.06,0.04,0.02,0.06
0.06,0.06,0.02,0.02,0.06
0.04,0.04,0.02,0.02,0.06
0.02,0.04,0,0.02,0.06
0.04,0.04,0.02,0.02,0.06
0.04,0.04,0,0.04,0.04
0.06,0.06,0.02,0.04,0.04
0.04,0.04,0.04,0.02,0.04
0.04,0.06,0.02,0.04,0.02
0.06,0.04,0.04,0,0.06
0.06,0.06,0.02,0.02,0.04
0.04,0.04,0.02,0.04,0.06
0.06,0.04,0.04,0.02,0.04
0.06,0.06,0,0,0.06
0.04,0.04,0,0,0.04
0.04,0.06,0.02,0.02,0.04
