0,0.02,0,-0.03,0.02,-0.03,-0.03,0,0.02,0.02,-0.001
0,0,0.02,0.06,0.02,-0.05,-0.03,-0.03,0,-0.03,-0.004
0,0.02,0.06,-0.03,0.06,-0.05,0,-0.03,0.02,0.02,0.007
0,0,0.02,-0.03,0,-0.03,0,0,-0.07,0.02,-0.009
-0.09,-0.09,-0.03,-0.11,0,-0.03,0.02,-0.11,-0.09,-0.07,-0.06
-0.11,-0.09,-0.09,-0.11,-0.07,-0.03,0,-0.11,-0.09,-0.07,-0.077
-0.07,-0.09,-0.09,-0.09,-0.07,0,0.02,-0.11,-0.07,-0.05,-0.062
-0.09,-0.09,-0.11,-0.07,-0.09,0,-0.03,-0.11,-0.09,-0.05,-0.073
-0.07,-0.11,-0.09,-0.09,-0.09,0,-0.03,-0.13,-0.07,-0.09,-0.077
-0.09,-0.09,-0.07,-0.11,-0.09,-0.03,-0.03,-0.11,-0.09,-0.09,-0.08
-0.11,-0.09,-0.11,-0.11,-0.11,-0.09,0.02,-0.13,-0.11,-0.09,-0.093
-0.13,-0.11,-0.09,-0.13,-0.09,-0.07,-0.09,-0.13,-0.13,-0.11,-0.108
-0.17,-0.11,-0.13,-0.13,-0.11,-0.07,-0.09,-0.15,-0.15,-0.09,-0.12
-0.15,-0.11,-0.15,-0.13,-0.11,-0.09,-0.09,-0.17,-0.11,-0.13,-0.124
-0.11,-0.11,-0.15,-0.11,-0.11,-0.09,-0.09,-0.17,-0.11,-0.09,-0.114
-0.11,-0.09,-0.15,-0.11,-0.09,-0.09,-0.09,-0.13,-0.07,-0.11,-0.104
-0.09,-0.09,-0.13,-0.07,-0.09,-0.11,-0.11,-0.13,-0.09,-0.07,-0.098
-0.09,-0.07,-0.11,-0.07,-0.07,-0.13,-0.13,-0.09,-0.07,-0.07,-0.09
-0.07,-0.07,-0.07,-0.03,-0.07,-0.11,-0.11,-0.05,-0.07,-0.05,-0.07
-0.03,-0.05,-0.05,-0.03,-0.05,-0.13,-0.13,-0.09,0,-0.03,-0.059
-0.07,-0.03,-0.05,-0.03,-0.05,-0.13,-0.13,-0.07,-0.03,-0.03,-0.062
-0.03,-0.03,-0.05,-0.03,0,-0.11,-0.11,-0.05,0,0,-0.041
0,0.02,0,0,0,-0.07,-0.11,-0.05,0,-0.03,-0.024
0.02,0,0,0,0.02,-0.05,-0.11,0,0.04,0.02,-0.006
0.06,0.06,0,0.04,0.04,-0.07,-0.07,0,0.08,0.04,0.018
0.06,0.08,0.06,0.1,0.08,-0.05,-0.03,0.06,0.1,0.1,0.056
0.1,0.08,0.08,0.1,0.1,0,-0.05,0.1,0.14,0.1,0.075
